hemma,borta,hemmamal,bortamal,publik,domare,datum,sasong
Göteborg,Norrköping,4,0,6 020,Axel Bergqvist,söndag 22 augusti,1926_1927
IFK Eskilstuna,Örgryte,1,2,3 171,Ruben Gelbord,söndag 22 augusti,1926_1927
Gais,Elfsborg,7,0,4 555,Ragnar Bäckström,onsdag 25 augusti,1926_1927
Örgryte,Westermalm,4,1,7 010,Axel Larsson,söndag 29 augusti,1926_1927
Sleipner,IFK Eskilstuna,8,2,2 726,Elias Englund,söndag 29 augusti,1926_1927
Landskrona,Norrköping,1,2,1 722,"Sigfrid Benzer, Halmstad",söndag 29 augusti,1926_1927
Helsingborg,IFK Uddevalla,1,0,4 686,Carl Olsson,söndag 29 augusti,1926_1927
AIK,Göteborg,2,3,8 749,Ernfrid Byman,söndag 29 augusti,1926_1927
IFK Uddevalla,Göteborg,1,2,2 116,Sam Hessel,söndag  5 september,1926_1927
Norrköping,Örgryte,3,4,2 149,Gustaf Ekberg,söndag  5 september,1926_1927
Gais,Sleipner,2,1,6 373,Knut Lundstedt,söndag  5 september,1926_1927
IFK Eskilstuna,Westermalm,4,1,2 142,Ernfrid Byman,söndag  5 september,1926_1927
Elfsborg,Helsingborg,1,4,3 933,Carl Olsson,söndag  5 september,1926_1927
AIK,Landskrona,4,0,1 305,Einar Bodlund,söndag  5 september,1926_1927
Westermalm,Sleipner,2,3,1 285,John Björkström,söndag 12 september,1926_1927
Norrköping,AIK,2,1,3 340,Otto Ohlsson,söndag 12 september,1926_1927
Landskrona,Örgryte,0,3,1 215,Ivar Carlesson,söndag 12 september,1926_1927
Helsingborg,Gais,2,0,7 584,Arthur Björklund,söndag 12 september,1926_1927
Göteborg,IFK Eskilstuna,3,0,7 069,Gustaf Johansson,söndag 12 september,1926_1927
Elfsborg,IFK Uddevalla,5,1,2 946,Ruben Gelbord,söndag 12 september,1926_1927
Örgryte,Helsingborg,3,2,15 421,Knut Lundstedt,söndag 19 september,1926_1927
Westermalm,Norrköping,4,1,1 685,David Andersson,söndag 19 september,1926_1927
IFK Uddevalla,AIK,2,2,1 811,Gustaf Johansson,söndag 19 september,1926_1927
Sleipner,Landskrona,6,0,2 971,David Spångberg,söndag 19 september,1926_1927
IFK Eskilstuna,Gais,1,6,3 189,Ernfrid Byman,söndag 19 september,1926_1927
Elfsborg,Göteborg,1,0,3 913,Elias Englund,söndag 19 september,1926_1927
Sleipner,IFK Uddevalla,1,0,3 049,Axel Bergqvist,söndag 26 september,1926_1927
Landskrona,Westermalm,4,2,1 127,Erik W. Olsson,söndag 26 september,1926_1927
Gais,Norrköping,2,2,3 727,Sam Hessel,söndag 26 september,1926_1927
IFK Eskilstuna,Elfsborg,3,3,2 429,John Andersson,söndag 26 september,1926_1927
AIK,Helsingborg,1,3,8 158,"Sigfrid Benzer, Halmstad",söndag 26 september,1926_1927
IFK Uddevalla,Landskrona,1,3,1 035,Carl Olsson,söndag  3 oktober,1926_1927
Westermalm,Örgryte,0,0,9 090,Ernfrid Byman,söndag 10 oktober,1926_1927
Norrköping,IFK Uddevalla,1,1,2 166,Ruben Gelbord,söndag 10 oktober,1926_1927
Landskrona,Gais,1,1,1 258,"Sigfrid Benzer, Halmstad",söndag 10 oktober,1926_1927
Helsingborg,Sleipner,4,3,3 702,Axel Bergqvist,söndag 10 oktober,1926_1927
Göteborg,AIK,2,0,6 517,Arthur Björklund,söndag 10 oktober,1926_1927
Elfsborg,IFK Eskilstuna,2,3,3 078,David Andersson,söndag 10 oktober,1926_1927
Örgryte,Norrköping,0,3,7 305,Sam Hessel,söndag 17 oktober,1926_1927
IFK Uddevalla,Westermalm,2,2,948,Erik W. Olsson,söndag 17 oktober,1926_1927
Sleipner,Göteborg,0,5,4 326,Knut Lundstedt,söndag 17 oktober,1926_1927
Helsingborg,Elfsborg,7,1,4 425,"Sigfrid Benzer, Halmstad",söndag 17 oktober,1926_1927
IFK Eskilstuna,Landskrona,5,1,2 320,Ruben Gelbord,söndag 17 oktober,1926_1927
AIK,Gais,1,4,8 616,Otto Ohlsson,söndag 17 oktober,1926_1927
Westermalm,Göteborg,1,6,12 830,John Björkström,söndag 24 oktober,1926_1927
Sleipner,Örgryte,1,1,3 155,John Andersson,söndag 24 oktober,1926_1927
Landskrona,AIK,2,3,1 750,Carl Olsson,söndag 24 oktober,1926_1927
Gais,Helsingborg,2,1,14 148,Arthur Björklund,söndag 24 oktober,1926_1927
IFK Eskilstuna,IFK Uddevalla,2,0,2 552,Elias Englund,söndag 24 oktober,1926_1927
Elfsborg,Norrköping,2,4,2 705,David Andersson,söndag 24 oktober,1926_1927
Westermalm,IFK Eskilstuna,2,2,6 616,John Björkström,söndag 31 oktober,1926_1927
Norrköping,Landskrona,0,3,1 602,Ivar Carlesson,söndag 31 oktober,1926_1927
Helsingborg,AIK,2,1,4 942,David Andersson,söndag 31 oktober,1926_1927
Göteborg,Sleipner,4,0,9 037,Sam Hessel,söndag 31 oktober,1926_1927
Elfsborg,Gais,0,5,3 124,Erik W. Olsson,söndag 31 oktober,1926_1927
IFK Uddevalla,Örgryte,0,1,700,"Sigfrid Benzer, Halmstad",söndag 21 november,1926_1927
Örgryte,IFK Uddevalla,3,1,6 218,"Sigfrid Benzer, Halmstad",söndag 10 april,1926_1927
Norrköping,Göteborg,0,1,2 193,Axel Bergqvist,söndag 10 april,1926_1927
Elfsborg,Sleipner,0,3,3 352,David Andersson,söndag 10 april,1926_1927
Gais,Westermalm,3,1,6 504,Sam Hessel,fredag 15 april,1926_1927
Örgryte,Landskrona,2,1,2 863,Axel Bergqvist,lördag 16 april,1926_1927
Göteborg,Westermalm,2,0,7 388,Sam Hessel,söndag 17 april,1926_1927
IFK Uddevalla,Elfsborg,2,3,1 371,NA,måndag 18 april,1926_1927
Gais,Landskrona,4,1,4 709,Axel Bergqvist,måndag 18 april,1926_1927
AIK,Norrköping,2,1,7 410,Sven Klang,måndag 18 april,1926_1927
Helsingborg,IFK Eskilstuna,5,3,4 518,"Sigfrid Benzer, Halmstad",måndag 18 april,1926_1927
IFK Uddevalla,Gais,1,4,1 091,Rudolf Börjesson,söndag 24 april,1926_1927
Norrköping,Westermalm,3,0,1 781,John Björkström,söndag 24 april,1926_1927
Landskrona,IFK Eskilstuna,5,1,1 741,Arthur Björklund,söndag 24 april,1926_1927
Göteborg,Helsingborg,2,3,18 521,Knut Lundstedt,söndag 24 april,1926_1927
AIK,Elfsborg,2,3,8 538,Thore Ekström,söndag 24 april,1926_1927
Örgryte,Elfsborg,3,0,5 238,Thore Ekström,fredag 29 april,1926_1927
Örgryte,IFK Eskilstuna,2,2,6 408,Thore Ekström,söndag  1 maj,1926_1927
Westermalm,Helsingborg,2,1,9 143,Arthur Björklund,söndag  1 maj,1926_1927
IFK Uddevalla,Norrköping,1,1,1 115,Carl Olsson,söndag  1 maj,1926_1927
Sleipner,AIK,1,2,4 326,Otto Ohlsson,söndag  1 maj,1926_1927
Elfsborg,Landskrona,2,1,4 138,Harvid Abrahamsson,söndag  1 maj,1926_1927
Gais,Örgryte,2,1,9 426,Arthur Björklund,fredag  6 maj,1926_1927
Westermalm,Landskrona,1,3,9 602,Carl Olsson,söndag  8 maj,1926_1927
IFK Uddevalla,Sleipner,3,2,894,"Sigfrid Benzer, Halmstad",söndag  8 maj,1926_1927
Helsingborg,Norrköping,4,0,4 708,Axel Bergqvist,söndag  8 maj,1926_1927
Gais,AIK,1,2,8 805,Arthur Björklund,söndag  8 maj,1926_1927
IFK Eskilstuna,Göteborg,0,3,2 606,Ernfrid Byman,söndag  8 maj,1926_1927
Örgryte,Göteborg,1,2,9 472,Gustaf Ekberg,fredag 13 maj,1926_1927
Sleipner,Gais,1,1,3 072,Ruben Gelbord,söndag 15 maj,1926_1927
AIK,IFK Uddevalla,3,2,12 966,Sam Hessel,söndag 15 maj,1926_1927
Göteborg,Elfsborg,1,0,8 225,Gustaf Ekberg,söndag 15 maj,1926_1927
IFK Eskilstuna,Helsingborg,3,1,2 318,Ragnar Bäckström,söndag 15 maj,1926_1927
AIK,Westermalm,1,1,5 391,John Björkström,onsdag 18 maj,1926_1927
Helsingborg,Landskrona,6,0,5 704,David Andersson,onsdag 18 maj,1926_1927
Landskrona,IFK Uddevalla,3,1,2 059,John Johansson,söndag 22 maj,1926_1927
Norrköping,Elfsborg,1,1,1 402,Ragnar Bäckström,söndag 22 maj,1926_1927
IFK Eskilstuna,Sleipner,5,2,1 930,"Sigfrid Benzer, Halmstad",söndag 22 maj,1926_1927
AIK,Örgryte,2,0,9 158,Otto Ohlsson,söndag 22 maj,1926_1927
Westermalm,Elfsborg,6,0,6 878,"Sigfrid Benzer, Halmstad ",torsdag 26 maj,1926_1927
Norrköping,Helsingborg,2,5,2 047,John Andersson,torsdag 26 maj,1926_1927
IFK Eskilstuna,AIK,1,3,2 525,Thore Ekström,torsdag 26 maj,1926_1927
Örgryte,Sleipner,3,0,1 773,Rudolf Börjesson,torsdag 26 maj,1926_1927
IFK Uddevalla,Helsingborg,2,8,1 604,John Johansson,söndag 29 maj,1926_1927
Landskrona,Göteborg,1,4,1 867,Arthur Björklund,söndag 29 maj,1926_1927
Gais,IFK Eskilstuna,4,0,3 702,Otto Ohlsson,söndag 29 maj,1926_1927
Sleipner,Westermalm,1,0,3 587,John Björkström,söndag 29 maj,1926_1927
Sleipner,Norrköping,5,1,4 403,Ragnar Bäckström,fredag  3 juni,1926_1927
Göteborg,Gais,3,4,10 221,Sam Hessel,fredag  3 juni,1926_1927
Westermalm,Gais,3,5,9 875,Ernfrid Byman,måndag  6 juni,1926_1927
Norrköping,IFK Eskilstuna,2,2,1 691,Sam Hessel,måndag  6 juni,1926_1927
Landskrona,Sleipner,1,0,2 333,John Björkström,måndag  6 juni,1926_1927
Helsingborg,Örgryte,2,3,9 259,Gustaf Ekberg,måndag  6 juni,1926_1927
Göteborg,IFK Uddevalla,1,4,4 055,Ragnar Bäckström,måndag  6 juni,1926_1927
Elfsborg,AIK,1,1,4 810,Arthur Björklund,måndag  6 juni,1926_1927
Norrköping,Göteborg,2,2,1 550,John Björkström,söndag 31 juli,1927_1928
Landskrona,Örgryte,2,4,2 108,Thore Ekström,söndag 31 juli,1927_1928
Helsingborg,Sleipner,1,3,3 475,David Andersson,söndag 31 juli,1927_1928
Gais,IFK Eskilstuna,6,0,2 304,Otto Ohlsson,söndag 31 juli,1927_1928
Elfsborg,AIK,2,1,3 093,Sigfrid Benzer Halmstad,söndag 31 juli,1927_1928
Djurgården,Stattena,3,2,5 971,Rudolf Robinsson,söndag 31 juli,1927_1928
Örgryte,Elfsborg,2,0,3 305,Ernfrid Byman,onsdag  3 augusti,1927_1928
Stattena,Landskrona,2,0,3 868,Rudolf Börjesson,onsdag  3 augusti,1927_1928
Stattena,Djurgården,3,1,3 849,John Johansson,söndag  7 augusti,1927_1928
Sleipner,Gais,2,3,3 078,Ivar Gustafsson,söndag  7 augusti,1927_1928
Göteborg,Landskrona,2,1,2 354,Knut Lundstedt,söndag  7 augusti,1927_1928
IFK Eskilstuna,Norrköping,4,1,1 303,Axel Öberg,söndag  7 augusti,1927_1928
Elfsborg,Helsingborg,0,2,3 601,Harvid Abrahamsson,söndag  7 augusti,1927_1928
AIK,Örgryte,1,3,7 220,Arthur Björklund,söndag  7 augusti,1927_1928
Helsingborg,Landskrona,3,1,3 133,NA,onsdag 10 augusti,1927_1928
Sleipner,Norrköping,7,2,2 675,David Andersson,onsdag 10 augusti,1927_1928
Gais,Örgryte,2,2,4 114,Sigfrid Benzer Halmstad,onsdag 10 augusti,1927_1928
AIK,Djurgården,2,1,6 667,Thore Ekström,onsdag 10 augusti,1927_1928
Helsingborg,AIK,1,2,4 816,NA,söndag 14 augusti,1927_1928
Djurgården,Göteborg,1,4,6 209,John Björkström,söndag 14 augusti,1927_1928
Örgryte,Stattena,0,1,5 042,Ruben Gelbord,söndag 14 augusti,1927_1928
Norrköping,Elfsborg,2,2,1 346,Frans Nilsson,söndag 14 augusti,1927_1928
Landskrona,Sleipner,1,1,1 750,Elias Englund,söndag 14 augusti,1927_1928
Stattena,Helsingborg,2,3,4 885,Erik W. Olsson,onsdag 17 augusti,1927_1928
Göteborg,Gais,1,2,5 394,Rudolf Börjesson,onsdag 17 augusti,1927_1928
Sleipner,Örgryte,3,3,3 215,John Andersson,söndag 21 augusti,1927_1928
Gais,Djurgården,1,2,4 550,Vidar Stenborg,söndag 21 augusti,1927_1928
IFK Eskilstuna,Landskrona,2,1,1 820,Ivar Gustafsson,söndag 21 augusti,1927_1928
Elfsborg,Norrköping,4,1,2 497,Osborn Wenzel,söndag 21 augusti,1927_1928
AIK,Stattena,5,1,4 667,Axel Öberg,söndag 21 augusti,1927_1928
Örgryte,Göteborg,2,2,5 078,NA,onsdag 24 augusti,1927_1928
Norrköping,Örgryte,0,3,2 049,Gustaf Ekberg,söndag 28 augusti,1927_1928
Landskrona,Elfsborg,2,1,1 786,Sigfrid Benzer Halmstad,söndag 28 augusti,1927_1928
Helsingborg,Gais,2,2,6 483,Rudolf Robinsson,söndag 28 augusti,1927_1928
Göteborg,Sleipner,2,1,5 222,Axel Bergqvist,söndag 28 augusti,1927_1928
Djurgården,IFK Eskilstuna,4,1,2 967,Otto Ohlsson,söndag 28 augusti,1927_1928
Göteborg,Elfsborg,1,0,5 602,NA,söndag  4 september,1927_1928
Stattena,IFK Eskilstuna,2,6,3 133,Carl Olsson,söndag  4 september,1927_1928
Örgryte,Djurgården,4,1,7 322,Thore Ekström,söndag 11 september,1927_1928
Stattena,Sleipner,2,1,2 738,Ruben Gelbord,söndag 11 september,1927_1928
Norrköping,Helsingborg,2,2,4 509,David Andersson,söndag 11 september,1927_1928
Landskrona,Göteborg,6,1,1 869,Ivar Gustafsson,söndag 11 september,1927_1928
IFK Eskilstuna,Gais,2,2,2 742,Arthur Björklund,söndag 11 september,1927_1928
AIK,Elfsborg,2,0,4 166,Ernfrid Byman,söndag 11 september,1927_1928
Sleipner,IFK Eskilstuna,4,1,2 672,Axel Bergqvist,söndag 18 september,1927_1928
Helsingborg,Örgryte,6,1,6 050,Arthur Björklund,söndag 18 september,1927_1928
Gais,AIK,3,3,7 894,Axel Öberg,söndag 18 september,1927_1928
Elfsborg,Stattena,4,1,3 377,John Johansson,söndag 18 september,1927_1928
Djurgården,Norrköping,3,3,3 060,Osborn Wenzel,söndag 18 september,1927_1928
Norrköping,Gais,2,2,2 201,Otto Ohlsson,söndag 25 september,1927_1928
Göteborg,Helsingborg,1,1,14 578,Ruben Gelbord,söndag 25 september,1927_1928
IFK Eskilstuna,Djurgården,4,1,2 737,Sam Hessel,söndag 25 september,1927_1928
Elfsborg,Landskrona,6,1,3 270,Gustaf Ekberg,söndag 25 september,1927_1928
AIK,Sleipner,2,0,7 553,Rudolf Börjesson,söndag 25 september,1927_1928
Örgryte,AIK,4,1,12 795,John Björkström,söndag  2 oktober,1927_1928
Sleipner,Stattena,6,4,3 081,Carl Olsson,söndag  2 oktober,1927_1928
Landskrona,Gais,0,2,1 696,Axel Bergqvist,söndag  2 oktober,1927_1928
Helsingborg,Norrköping,5,0,3 443,Ivar Gustafsson,söndag  2 oktober,1927_1928
IFK Eskilstuna,Göteborg,2,1,2 857,Elias Englund,söndag  2 oktober,1927_1928
Djurgården,Elfsborg,2,2,7 110,Thore Ekström,söndag  2 oktober,1927_1928
Norrköping,IFK Eskilstuna,4,2,2 349,NA,söndag  9 oktober,1927_1928
AIK,Göteborg,2,2,9 471,Otto Ohlsson,söndag  9 oktober,1927_1928
Gais,Sleipner,2,1,6 990,Ivar Gustafsson,söndag  9 oktober,1927_1928
Sleipner,Elfsborg,2,3,2 756,Alf Hillerström,söndag 16 oktober,1927_1928
Landskrona,AIK,3,1,1 848,Carl Simonsson,söndag 16 oktober,1927_1928
Helsingborg,IFK Eskilstuna,4,2,4 088,Axel Westerlund,söndag 16 oktober,1927_1928
Göteborg,Stattena,4,1,5 024,Axel Boberg,söndag 16 oktober,1927_1928
Djurgården,Gais,1,2,6 210,Karl Henriksson,söndag 16 oktober,1927_1928
Örgryte,IFK Eskilstuna,4,1,6 536,Otto Ohlsson,söndag 23 oktober,1927_1928
Stattena,AIK,3,6,1 619,Ernfrid Byman,söndag 23 oktober,1927_1928
Sleipner,Göteborg,2,1,3 273,Axel Bergqvist,söndag 23 oktober,1927_1928
Landskrona,Norrköping,3,1,1 088,Alf Hillerström,söndag 23 oktober,1927_1928
Djurgården,Helsingborg,1,9,9 075,Axel Bengtsson,söndag 23 oktober,1927_1928
Norrköping,Djurgården,3,3,2 712,Otto Ohlsson,söndag 30 oktober,1927_1928
Landskrona,Helsingborg,2,3,6 805,Elias Englund,söndag 30 oktober,1927_1928
Gais,Stattena,2,1,6 097,Gustaf Ekberg,söndag 30 oktober,1927_1928
Elfsborg,Örgryte,2,5,5 222,Ivar Gustafsson,söndag 30 oktober,1927_1928
AIK,IFK Eskilstuna,8,4,6 995,Sam Hessel,söndag 30 oktober,1927_1928
Örgryte,Norrköping,11,0,5 514,Otto Ohlsson,fredag  6 april,1927_1928
Göteborg,IFK Eskilstuna,4,2,6 529,Sigfrid Benzer Halmstad,söndag  8 april,1927_1928
Helsingborg,Elfsborg,2,0,5 370,Arthur Björklund,måndag  9 april,1927_1928
Gais,Landskrona,5,0,5 675,Sigfrid Benzer Halmstad,måndag  9 april,1927_1928
Stattena,Göteborg,0,1,3 713,Elias Englund,söndag 15 april,1927_1928
Norrköping,AIK,2,0,2 422,John Johansson,söndag 15 april,1927_1928
Landskrona,Djurgården,4,1,1 610,John Björkström,söndag 15 april,1927_1928
Gais,Helsingborg,1,2,16 748,Ernfrid Byman,söndag 15 april,1927_1928
Elfsborg,Sleipner,4,1,4 197,Axel Bergqvist,söndag 15 april,1927_1928
Stattena,Gais,2,2,3 792,Thore Ekström,söndag 22 april,1927_1928
Sleipner,Djurgården,4,1,3 363,Sam Hessel,söndag 22 april,1927_1928
Göteborg,Norrköping,0,2,5 381,Gustaf Ekberg,söndag 22 april,1927_1928
IFK Eskilstuna,Elfsborg,2,1,2 219,Alf Hillerström,söndag 22 april,1927_1928
AIK,Landskrona,4,2,7 689,David Andersson,söndag 22 april,1927_1928
Örgryte,Helsingborg,2,1,22 082,Axel Bergqvist,söndag 29 april,1927_1928
Norrköping,Stattena,3,1,2 984,John Andersson,söndag 29 april,1927_1928
IFK Eskilstuna,AIK,3,1,2 928,Arthur Björklund,söndag 29 april,1927_1928
Elfsborg,Göteborg,1,0,4 718,Gustaf Johansson,söndag 29 april,1927_1928
Djurgården,Landskrona,7,0,6 645,Ernfrid Byman,söndag 29 april,1927_1928
Örgryte,Gais,1,0,9 002,NA,fredag  4 maj,1927_1928
Landskrona,Stattena,5,0,2 198,Axel Larsson,lördag  5 maj,1927_1928
Sleipner,AIK,3,1,3 142,John Björkström,söndag  6 maj,1927_1928
Helsingborg,Göteborg,1,1,6 885,Vidar Stenborg,söndag  6 maj,1927_1928
Gais,Norrköping,1,0,4 125,Elias Englund,söndag  6 maj,1927_1928
Elfsborg,IFK Eskilstuna,1,1,4 039,Alf Hillerström,söndag  6 maj,1927_1928
Djurgården,Örgryte,2,2,12 202,Sigfrid Benzer Halmstad,söndag  6 maj,1927_1928
Helsingborg,Stattena,7,0,2 787,NA,onsdag  9 maj,1927_1928
Norrköping,Sleipner,0,5,3 636,David Andersson,onsdag  9 maj,1927_1928
Djurgården,AIK,3,3,7 913,Arthur Björklund,onsdag  9 maj,1927_1928
Gais,Göteborg,1,2,6 006,Ragnar Bäckström,fredag 11 maj,1927_1928
Stattena,Elfsborg,1,9,1 898,Gustaf Ekberg,söndag 13 maj,1927_1928
Sleipner,Landskrona,1,3,2 853,Knut Lundstedt,söndag 13 maj,1927_1928
Göteborg,Djurgården,3,0,7 719,Vidar Stenborg,söndag 13 maj,1927_1928
IFK Eskilstuna,Örgryte,1,1,4 356,Axel Öberg,söndag 13 maj,1927_1928
AIK,Gais,0,1,7 797,Otto Ohlsson,söndag 13 maj,1927_1928
Örgryte,Sleipner,5,0,4 367,Gustaf Johansson,torsdag 17 maj,1927_1928
Stattena,Norrköping,0,2,899,Osborn Wenzel,torsdag 17 maj,1927_1928
Landskrona,IFK Eskilstuna,11,0,2 088,Gustaf Ekberg,torsdag 17 maj,1927_1928
Elfsborg,Djurgården,3,1,3 239,Harvid Abrahamsson,torsdag 17 maj,1927_1928
AIK,Helsingborg,1,2,10 093,John Johansson,torsdag 17 maj,1927_1928
Örgryte,Landskrona,4,0,9 350,Vidar Stenborg,söndag 20 maj,1927_1928
Sleipner,Helsingborg,0,0,3 913,Elias Englund,söndag 20 maj,1927_1928
Gais,Elfsborg,2,0,9 350,Arthur Björklund,söndag 20 maj,1927_1928
IFK Eskilstuna,Stattena,0,1,1 915,Gustav Thisell,söndag 20 maj,1927_1928
Helsingborg,Djurgården,5,2,3 868,Carl Olsson,måndag 28 maj,1927_1928
IFK Eskilstuna,Sleipner,1,1,1 756,Ragnar Bäckström,måndag 28 maj,1927_1928
AIK,Norrköping,2,3,7 231,Axel Öberg,måndag 28 maj,1927_1928
Göteborg,Örgryte,3,2,9 408,Vidar Stenborg,fredag  1 juni,1927_1928
Stattena,Örgryte,0,4,4 731,Alf Hillerström,söndag  3 juni,1927_1928
Norrköping,Landskrona,1,1,1 852,John Johansson,söndag  3 juni,1927_1928
Göteborg,AIK,1,1,4 019,Axel Westerlund,söndag  3 juni,1927_1928
IFK Eskilstuna,Helsingborg,1,2,3 188,Gustaf Ekberg,söndag  3 juni,1927_1928
Elfsborg,Gais,3,1,3 875,Axel Bergqvist,söndag  3 juni,1927_1928
Djurgården,Sleipner,2,2,6 941,Vidar Stenborg,söndag  3 juni,1927_1928
Örgryte,Norrköping,5,2,Gustav Thisell,NA,söndag  5 augusti,1928_1929
Westermalm,Gais,2,6,Gustaf Johansson,NA,söndag  5 augusti,1928_1929
Sleipner,Göteborg,3,4,Ragnar Bäckström,NA,söndag  5 augusti,1928_1929
IFK Malmö,Helsingborg,5,1,Carl Olsson,NA,söndag  5 augusti,1928_1929
Landskrona,AIK,2,1,David Andersson,NA,söndag  5 augusti,1928_1929
IFK Eskilstuna,Elfsborg,2,0,Hugo Jacobsson,NA,söndag  5 augusti,1928_1929
Westermalm,AIK,4,2,Ernfrid Byman,NA,fredag 10 augusti,1928_1929
Sleipner,Norrköping,0,0,John Johansson,NA,fredag 10 augusti,1928_1929
Gais,Örgryte,1,5,Arthur Björklund,NA,fredag 10 augusti,1928_1929
Norrköping,IFK Eskilstuna,0,2,Gustaf Ekberg,NA,söndag 12 augusti,1928_1929
Landskrona,Göteborg,1,2,Elias Englund,NA,söndag 12 augusti,1928_1929
Helsingborg,Elfsborg,5,3,Sigfrid Benzer Halmstad,NA,söndag 12 augusti,1928_1929
Gais,IFK Malmö,3,1,Axel Larsson,NA,söndag 12 augusti,1928_1929
AIK,Sleipner,2,5,Otto Ohlsson,NA,söndag 12 augusti,1928_1929
Helsingborg,Landskrona,5,1,Vidar Stenborg,NA,onsdag 15 augusti,1928_1929
Örgryte,Göteborg,2,4,Otto Ohlsson,NA,fredag 17 augusti,1928_1929
Sleipner,Westermalm,2,0,Axel Öberg,NA,söndag 19 augusti,1928_1929
Göteborg,Norrköping,1,0,Sam Hessel,NA,söndag 19 augusti,1928_1929
IFK Eskilstuna,IFK Malmö,0,2,Gustaf Ekberg,NA,söndag 19 augusti,1928_1929
Elfsborg,Gais,2,2,Gustaf Johansson,NA,söndag 19 augusti,1928_1929
AIK,Helsingborg,2,3,John Johansson,NA,söndag 19 augusti,1928_1929
Göteborg,Gais,3,2,Ernfrid Byman,NA,fredag 24 augusti,1928_1929
Örgryte,Westermalm,6,3,Axel Bengtsson,NA,söndag 26 augusti,1928_1929
Norrköping,Elfsborg,4,0,John Andersson,NA,söndag 26 augusti,1928_1929
IFK Malmö,Sleipner,2,1,Gustav Thisell,NA,söndag 26 augusti,1928_1929
Landskrona,IFK Eskilstuna,3,1,Rudolf Börjesson,NA,söndag 26 augusti,1928_1929
Helsingborg,AIK,2,2,Osborn Wenzel,NA,söndag 26 augusti,1928_1929
Westermalm,Norrköping,1,1,David Andersson,NA,söndag  2 september,1928_1929
Sleipner,Örgryte,4,1,Elias Englund,NA,söndag  2 september,1928_1929
Helsingborg,Göteborg,0,0,Gustaf Ekberg,NA,söndag  2 september,1928_1929
Gais,Landskrona,1,4,Erik W. Olsson,NA,söndag  2 september,1928_1929
IFK Eskilstuna,AIK,5,1,Arthur Björklund,NA,söndag  2 september,1928_1929
Elfsborg,IFK Malmö,0,1,John Johansson,NA,söndag  2 september,1928_1929
Sleipner,IFK Malmö,1,2,Ragnar Bäckström,NA,söndag  9 september,1928_1929
Helsingborg,Örgryte,5,1,Elias Englund,NA,söndag  9 september,1928_1929
Göteborg,Landskrona,4,1,Axel Westerlund,NA,söndag  9 september,1928_1929
Gais,Elfsborg,2,2,Erik Malmström,NA,söndag  9 september,1928_1929
IFK Eskilstuna,Westermalm,2,0,Axel Öberg,NA,söndag  9 september,1928_1929
AIK,Norrköping,1,0,Sven Klang,NA,söndag  9 september,1928_1929
Örgryte,Helsingborg,3,3,Gustaf Ekberg,NA,söndag 16 september,1928_1929
Westermalm,IFK Eskilstuna,3,4,Arthur Björklund,NA,söndag 16 september,1928_1929
Sleipner,Gais,2,0,Knut Lensing,NA,söndag 16 september,1928_1929
IFK Malmö,Göteborg,5,2,Ragnar Bäckström,NA,söndag 16 september,1928_1929
Landskrona,Norrköping,1,1,John Andersson,NA,söndag 16 september,1928_1929
Elfsborg,AIK,4,1,Vidar Stenborg,NA,söndag 16 september,1928_1929
Norrköping,Landskrona,0,1,Hugo Jacobsson,NA,söndag 23 september,1928_1929
Helsingborg,IFK Malmö,9,2,John Johansson,NA,söndag 23 september,1928_1929
Gais,Sleipner,6,0,Alf Hillerström,NA,söndag 23 september,1928_1929
IFK Eskilstuna,Göteborg,0,2,Helge Sörblom,NA,söndag 23 september,1928_1929
Elfsborg,Westermalm,3,0,Erik Malmström,NA,söndag 23 september,1928_1929
AIK,Örgryte,1,4,Otto Ohlsson,NA,söndag 23 september,1928_1929
Landskrona,Westermalm,2,3,NA,NA,söndag 30 september,1928_1929
Örgryte,IFK Eskilstuna,6,2,Thore Ekström,NA,söndag 30 september,1928_1929
IFK Malmö,Elfsborg,3,4,Erik W. Olsson,NA,söndag 30 september,1928_1929
Westermalm,Helsingborg,2,5,Knut Lensing,NA,söndag 14 oktober,1928_1929
Norrköping,Örgryte,1,3,Otto Ohlsson,NA,söndag 14 oktober,1928_1929
Landskrona,IFK Malmö,5,0,Carl Olsson,NA,söndag 14 oktober,1928_1929
Göteborg,AIK,2,1,Erik Malmström,NA,söndag 14 oktober,1928_1929
IFK Eskilstuna,Gais,3,2,Ernfrid Byman,NA,söndag 14 oktober,1928_1929
Elfsborg,Sleipner,1,2,John Andersson,NA,söndag 14 oktober,1928_1929
Örgryte,Elfsborg,5,4,Arthur Björklund,NA,söndag 21 oktober,1928_1929
Norrköping,Sleipner,1,1,John Johansson,NA,söndag 21 oktober,1928_1929
IFK Malmö,Westermalm,0,1,David Andersson,NA,söndag 21 oktober,1928_1929
Landskrona,Gais,2,3,Ragnar Bäckström,NA,söndag 21 oktober,1928_1929
Helsingborg,IFK Eskilstuna,13,1,Osborn Wenzel,NA,söndag 21 oktober,1928_1929
